,Actual,Mean_Simulation,Simulated_24,Simulated_44,Simulated_26,Simulated_31,Simulated_6,Simulated_7,Simulated_27,Simulated_41,Simulated_1,Simulated_34,Simulated_14,Simulated_2,Simulated_40,Simulated_10,Simulated_0,Simulated_30,Simulated_35,Simulated_11,Simulated_23,Simulated_21,Simulated_9,Simulated_33,Simulated_47,Simulated_37,Simulated_19,Simulated_15,Simulated_20,Simulated_39,Simulated_5,Simulated_17,Simulated_8,Simulated_42,Simulated_12,Simulated_48,Simulated_43,Simulated_22,Simulated_16,Simulated_13,Simulated_38,Simulated_46,Simulated_45,Simulated_36,Simulated_28,Simulated_18,Simulated_32,Simulated_4,Simulated_49,Simulated_25,Simulated_3,Simulated_29,StdDev_Simulated_0,StdDev_Simulated_1,StdDev_Simulated_2,StdDev_Simulated_3,StdDev_Simulated_4,StdDev_Simulated_5,StdDev_Simulated_6,StdDev_Simulated_7,StdDev_Simulated_8,StdDev_Simulated_9,StdDev_Simulated_10,StdDev_Simulated_11,StdDev_Simulated_12,StdDev_Simulated_13,StdDev_Simulated_14,StdDev_Simulated_15,StdDev_Simulated_16,StdDev_Simulated_17,StdDev_Simulated_18,StdDev_Simulated_19,StdDev_Simulated_20,StdDev_Simulated_21,StdDev_Simulated_22,StdDev_Simulated_23,StdDev_Simulated_24,StdDev_Simulated_25,StdDev_Simulated_26,StdDev_Simulated_27,StdDev_Simulated_28,StdDev_Simulated_29,StdDev_Simulated_30,StdDev_Simulated_31,StdDev_Simulated_32,StdDev_Simulated_33,StdDev_Simulated_34,StdDev_Simulated_35,StdDev_Simulated_36,StdDev_Simulated_37,StdDev_Simulated_38,StdDev_Simulated_39,StdDev_Simulated_40,StdDev_Simulated_41,StdDev_Simulated_42,StdDev_Simulated_43,StdDev_Simulated_44,StdDev_Simulated_45,StdDev_Simulated_46,StdDev_Simulated_47,StdDev_Simulated_48,StdDev_Simulated_49
10,9938.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
11,9921.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
12,9905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
13,15810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
14,15969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
15,17100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
16,20019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
17,22731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
18,24361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
19,26619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
20,26028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
21,27938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
22,29057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
23,27861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
24,29005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
25,27415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
